NI;N;user_id;install_time;platform;country_region;city;gender;min_age_range;max_age_range;event_1;event_2;event_3;event_4;event_5;target_churn_indicator
244;1;72570b6;07/07/2018 23:28;Android;Buenos Aires;San Miguel;female;13;17;2;1;0;3;1;1
245;1;641d7943;04/07/2018 6:06;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;3;6;0;1;2;0
246;1;bea233ce;04/07/2018 3:53;Android;Corrientes;Corrientes;female;18;20;3;12;0;2;5;1
247;1;3e7b0484;01/07/2018 15:43;Android;Buenos Aires F.D.;Floresta;female;13;17;11;11;1;1;4;1
248;1;c92645ed;02/07/2018 7:54;Android;Santa Cruz;Río Gallegos;male;18;20;2;2;0;2;1;1
249;1;85e5cd3e;05/07/2018 5:27;Android;Cordoba;Rio Segundo;male;18;20;29;26;0;6;11;0
250;1;d688cac2;03/07/2018 2:16;Android;Buenos Aires;Villa Madero;female;18;20;35;31;1;9;3;0
251;1;da318e03;02/07/2018 23:18;Android;La Pampa;Bernardo Larroude;male;18;20;34;44;1;12;15;0
252;1;7a0b79f8;06/07/2018 23:43;Android;Buenos Aires F.D.;Floresta;female;18;20;39;39;2;2;4;0
253;1;a11484aa;06/07/2018 18:40;Android;Buenos Aires;Los Polvorines;male;18;20;1;1;0;1;1;1
254;1;1631f677;05/07/2018 0:42;Android;Corrientes;Corrientes;female;18;20;15;50;0;6;4;0
255;1;9e3d41a3;30/06/2018 0:28;Android;Buenos Aires;Paso del Rey;female;13;17;1;1;0;2;1;1
256;1;d73f7596;05/07/2018 19:50;Android;Salta;Salta;male;18;20;21;34;1;1;4;1
257;1;cb536776;04/07/2018 18:25;Android;Entre Rios;Villa Angelica;female;13;17;7;12;0;2;5;1
258;1;7920a82d;07/07/2018 23:50;Android;Buenos Aires;Del Viso;male;13;17;1;1;0;1;1;0
259;1;f794247d;07/07/2018 6:17;Android;Cordoba;Córdoba;female;13;17;6;14;0;4;6;1
260;1;55ffa244;01/07/2018 15:35;Android;Cordoba;Córdoba;female;18;20;2;3;0;5;1;0
261;1;a2f3a087;02/07/2018 2:06;Android;Buenos Aires;Lanus;female;13;17;127;86;5;13;26;0
262;1;1f7f21ac;01/07/2018 10:47;Android;Santiago del Estero;Chanar Pozo;male;18;20;0;0;0;1;0;1
263;1;5ac38c23;01/07/2018 2:08;Android;NA;NA;female;13;17;5;24;0;4;5;1
264;1;2fdbbdc9;06/07/2018 4:00;Android;Neuquen;Neuquén;female;13;17;26;65;1;3;0;0
265;1;62322377;02/07/2018 13:28;Android;Entre Rios;Paraná;female;13;17;69;66;3;14;18;0
266;1;d084cd94;01/07/2018 4:37;Android;Cordoba;Villa Dolores;female;18;20;3;1;0;2;2;0
267;1;13a63c3a;03/07/2018 3:02;Android;Rio Negro;Catriel;male;18;20;12;19;0;10;12;1
268;1;71f42e65;30/06/2018 22:55;Android;Buenos Aires;Lanus;male;18;20;5;0;0;3;2;1
269;1;7d778643;01/07/2018 0:15;Android;Buenos Aires;Tres Lomas;male;18;20;10;14;0;2;1;0
270;1;f6f5f59c;05/07/2018 19:05;Android;Tucuman;San Miguel de Tucumán;male;18;20;54;35;1;16;15;0
271;1;c0c42a9b;03/07/2018 23:37;Android;Buenos Aires;Tortuguitas;male;18;20;2;2;0;1;2;1
272;1;a30b348d;01/07/2018 18:38;Android;Buenos Aires;Florencio Varela;female;18;20;9;9;0;3;3;1
273;1;2dcf9512;04/07/2018 2:27;Android;Chaco;Resistencia;female;13;17;30;28;2;18;9;0
274;1;1653e367;05/07/2018 0:51;Android;Buenos Aires;Hurlingham;female;18;20;11;9;1;6;3;0
275;1;f09b789b;02/07/2018 1:35;Android;Formosa;Formosa;male;13;17;27;23;3;5;3;1
276;1;57e2b4a8;02/07/2018 0:34;Android;Cordoba;Córdoba;female;18;20;29;0;0;5;15;1
277;1;1e3c1fb1;06/07/2018 10:44;Android;Cordoba;Arroyo Cabral;male;18;20;1;1;1;2;0;1
278;1;33a09161;07/07/2018 20:27;Android;Buenos Aires;Mariano Moreno;male;18;20;2;2;0;1;2;1
279;1;2d32bd94;07/07/2018 1:00;Android;Tucuman;San Miguel de Tucumán;female;13;17;2;8;0;1;2;1
280;1;f7b2dbcd;06/07/2018 2:37;Android;Salta;Salta;female;13;17;7;7;0;5;8;1
281;1;50b49c98;05/07/2018 15:10;Android;Entre Rios;Villa Angelica;male;18;20;3;3;0;2;3;1
282;1;a0fc6d7e;07/07/2018 12:26;Android;Tucuman;San Miguel de Tucumán;female;13;17;23;24;0;6;8;1
283;1;84e5d508;06/07/2018 21:09;Android;Buenos Aires;Zárate;female;18;20;1;1;0;1;1;0
284;1;fc6ae5d5;01/07/2018 23:47;Android;Cordoba;Las Varillas;male;13;17;10;5;0;3;6;1
285;1;c8935169;04/07/2018 21:56;Android;Misiones;Obera;male;18;20;36;150;2;10;9;0
286;1;d6d4ec40;01/07/2018 18:09;Android;Cordoba;Rio Tercero;female;18;20;11;13;0;6;7;1
287;1;92fb4fd4;07/07/2018 0:25;Android;Cordoba;Córdoba;female;18;20;2;2;0;2;2;1
288;1;3f56829;04/07/2018 6:12;Android;Cordoba;Córdoba;female;13;17;3;5;0;1;3;1
289;1;e4eda842;02/07/2018 13:56;Android;Buenos Aires;Pilar;male;18;20;8;8;0;1;2;1
290;1;4a308ee5;03/07/2018 16:27;Android;Buenos Aires;Lomas de Zamora;female;18;20;75;95;1;11;5;0
291;1;99f7e9b;05/07/2018 2:49;Android;Entre Rios;Villa Angelica;female;13;17;36;33;4;11;5;0
292;1;112a31d2;04/07/2018 1:27;Android;Cordoba;Córdoba;female;18;20;7;6;0;2;9;1
293;1;51a29e7d;01/07/2018 17:33;Android;Salta;Salta;female;18;20;116;137;3;12;26;0
294;1;280d2261;02/07/2018 1:46;Android;Buenos Aires;Lincoln;male;18;20;57;70;3;8;6;0
295;1;eb3c1573;01/07/2018 1:20;Android;Buenos Aires;Libertad;female;13;17;2;2;0;2;0;0
296;1;5a04bd86;30/06/2018 4:33;Android;Buenos Aires;Ituzaingo;male;18;20;6;5;2;4;2;1
297;1;e898424b;03/07/2018 0:24;Android;Entre Rios;Villa Angelica;female;18;20;54;90;2;18;11;0
298;1;5601c63a;06/07/2018 3:11;Android;Mendoza;Mendoza;male;18;20;4;2;0;5;5;0
299;1;c8bb7071;06/07/2018 4:17;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;0;0;0;4;0;0
300;1;7e058ae1;05/07/2018 21:19;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;7;10;0;3;8;0
301;1;89e9f2b7;03/07/2018 3:12;Android;Santa Fe;Santa Fe;male;18;20;1;4;0;2;1;1
302;1;74e35032;01/07/2018 21:11;Android;NA;NA;female;18;20;11;78;1;1;3;1
303;1;94efff6;02/07/2018 1:10;Android;Buenos Aires;Quilmes;male;18;20;8;9;0;1;8;1
304;1;64c45bbe;02/07/2018 6:12;Android;Buenos Aires;Wilde;female;18;20;1;1;0;1;1;0
305;1;a205168f;06/07/2018 20:30;Android;Santa Fe;Suardi;female;18;20;2;2;0;1;2;1
306;1;110c83bd;03/07/2018 14:03;Android;Chaco;Resistencia;female;13;17;3;5;0;8;3;0
307;1;8e017966;01/07/2018 0:36;Android;Rio Negro;NA;female;18;20;27;27;2;6;7;0
308;1;c4f8b4b9;03/07/2018 14:20;Android;Buenos Aires;Turdera;male;18;20;11;15;0;9;3;0
309;1;2e17d5ad;02/07/2018 0:22;iOS;Buenos Aires;San Isidro;female;18;20;33;31;2;21;4;0
310;1;90a07f09;02/07/2018 17:24;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;12;12;0;3;5;0
311;1;4d51bc83;06/07/2018 1:53;Android;Tucuman;San Miguel de Tucumán;male;13;17;4;5;0;1;4;1
312;1;675fdfdb;04/07/2018 23:30;Android;Santa Fe;Rosario;male;18;20;12;12;1;10;3;0
313;1;d0be6ab1;02/07/2018 20:27;iOS;Buenos Aires F.D.;NA;male;13;17;7;7;1;3;5;0
314;1;92e470e3;02/07/2018 22:27;Android;Buenos Aires F.D.;Flores;female;13;17;53;232;7;13;7;0
315;1;c5fd2df6;30/06/2018 18:44;Android;Buenos Aires;Tortuguitas;female;18;20;5;4;0;2;5;1
316;1;6ea289a0;04/07/2018 23:32;Android;Buenos Aires;Lanus;male;18;20;42;42;2;10;11;0
317;1;7ae1e33c;07/07/2018 7:53;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;1;1;0;1;2;1
318;1;749675ba;06/07/2018 21:29;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;14;15;1;12;0;0
319;1;bebeb877;07/07/2018 20:07;Android;Buenos Aires;Libertad;female;18;20;44;36;2;7;3;0
320;1;a482a999;06/07/2018 2:52;Android;Buenos Aires;NA;male;18;20;18;17;0;5;5;1
321;1;5da19117;04/07/2018 21:27;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;4;7;0;4;4;0
322;1;adb72c;01/07/2018 15:13;Android;Buenos Aires;Florencio Varela;male;18;20;3;3;0;2;2;1
323;1;66490545;02/07/2018 1:54;Android;Corrientes;Corrientes;female;13;17;18;18;0;6;11;0
324;1;9f702266;30/06/2018 21:49;Android;Buenos Aires;Laferrere;male;13;17;0;0;0;1;0;1
325;1;d457153e;30/06/2018 2:15;Android;Entre Rios;Villa Angelica;male;13;17;11;11;0;1;1;1
326;1;cb6532d9;04/07/2018 4:59;Android;Buenos Aires;Pilar;female;13;17;12;21;0;6;4;1
327;1;2aff7683;06/07/2018 22:15;Android;Santa Fe;Granadero Baigorria;female;13;17;13;16;3;6;5;1
328;1;9e4063e7;03/07/2018 23:29;Android;Santa Fe;Santo Tome;female;18;20;39;75;2;8;10;0
329;1;a4494288;03/07/2018 2:35;Android;Buenos Aires;Ituzaingo;female;18;20;5;36;0;4;5;1
330;1;1837fb1f;06/07/2018 23:36;Android;Entre Rios;Macia;male;13;17;22;49;1;13;6;0
331;1;32ba6df2;30/06/2018 4:06;Android;Santa Fe;Ceres;male;18;20;22;29;0;9;6;1
332;1;f342a1a8;02/07/2018 18:22;Android;NA;NA;female;13;17;1;1;0;1;1;1
333;1;a69b19f4;04/07/2018 16:31;Android;Buenos Aires;Carlos Casares;female;18;20;0;0;0;1;0;1
334;1;23a615e1;03/07/2018 6:42;Android;Rio Negro;Viedma;male;13;17;1;1;0;1;1;1
335;1;7b98651e;02/07/2018 5:49;Android;Buenos Aires;Lanus;male;13;17;24;47;0;7;15;1
336;1;7bb34468;07/07/2018 21:03;Android;Mendoza;San Rafael;female;13;17;1;3;0;1;3;1
337;1;caea39e8;06/07/2018 21:39;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;13;0;6;3;0
338;1;1e34aaa6;04/07/2018 15:19;Android;Tucuman;San Miguel de Tucumán;male;13;17;0;0;0;2;1;1
339;1;a97c73fa;04/07/2018 22:34;Android;Buenos Aires;Merlo;female;13;17;5;5;0;3;3;1
340;1;5b5a5716;30/06/2018 13:28;Android;Buenos Aires;Florencio Varela;female;18;20;4;12;0;7;5;1
341;1;d6ab0375;30/06/2018 21:32;Android;Buenos Aires;Tandil;female;13;17;0;0;0;1;1;1
342;1;7b658261;05/07/2018 17:25;Android;Buenos Aires;Olivos;female;18;20;29;30;1;1;9;1
343;1;fce2b93;30/06/2018 17:39;Android;Santa Fe;Sunchales;female;18;20;3;3;0;2;3;1
344;1;a285ec61;03/07/2018 17:22;Android;Buenos Aires;La Paz;male;18;20;40;32;1;5;2;0
345;1;3839dde8;07/07/2018 8:39;Android;Chaco;Villa Angela;female;18;20;0;0;0;2;0;1
346;1;c6cedb73;06/07/2018 22:08;Android;Cordoba;Córdoba;male;18;20;0;3;0;3;0;0
347;1;26d3332b;01/07/2018 21:09;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;0;0;0;1;1;1
348;1;a7277d95;30/06/2018 20:36;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;31;28;0;6;1;1
349;1;479979ce;01/07/2018 19:55;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;33;27;1;4;12;1
350;1;1bdf9a88;06/07/2018 16:01;Android;Cordoba;Córdoba;female;13;17;5;44;0;2;3;0
351;1;e00fd2a5;02/07/2018 21:50;Android;Buenos Aires;Isidro Casanova;female;18;20;45;40;2;17;11;0
352;1;7ff26b3d;04/07/2018 23:17;Android;Buenos Aires;Merlo;male;13;17;0;2;0;1;0;1
353;1;32f99ae5;30/06/2018 0:09;Android;Corrientes;Corrientes;male;13;17;2;6;0;1;1;1
354;1;b093dc42;30/06/2018 0:40;Android;Corrientes;Corrientes;female;13;17;2;3;0;1;2;1
355;1;e6e64284;01/07/2018 1:47;Android;Misiones;Posadas;male;18;20;0;0;0;2;0;1
356;1;f4a6cf91;05/07/2018 12:28;iOS;Tucuman;San Miguel de Tucumán;female;18;20;13;13;1;6;2;0
357;1;51cd96ad;02/07/2018 18:35;Android;Salta;Salta;female;13;17;11;12;0;6;2;0
358;1;b5ab3076;06/07/2018 18:21;Android;Tucuman;San Miguel de Tucumán;female;13;17;28;32;1;8;10;1
359;1;16bf80cb;30/06/2018 12:56;Android;Cordoba;Santa Rosa de Rio Primero;female;13;17;4;3;0;2;3;1
360;1;a084b3c8;06/07/2018 0:47;Android;Cordoba;Villa María;male;18;20;16;18;1;12;4;1
361;1;3d94f1f7;07/07/2018 3:41;Android;Tucuman;San Miguel de Tucumán;male;18;20;26;31;1;9;4;0
362;1;18e0679d;03/07/2018 0:46;Android;Buenos Aires;Villa Ballester;female;13;17;16;16;2;5;5;0
363;1;b4b867a;07/07/2018 8:13;Android;Tucuman;San Miguel de Tucumán;male;18;20;1;1;0;1;1;1
364;1;e5d00430;04/07/2018 17:12;Android;Buenos Aires;Tablada;male;18;20;3;2;0;1;3;1
365;1;be7e4247;05/07/2018 21:44;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;23;19;1;6;10;0
366;1;1a65bc91;03/07/2018 4:13;Android;Cordoba;Córdoba;male;13;17;3;4;0;1;3;1
367;1;dbb48545;03/07/2018 13:31;Android;Buenos Aires;Rafael Castillo;female;18;20;3;32;0;1;1;1
368;1;5b29f890;01/07/2018 15:36;Android;Misiones;Puerto Iguazú;male;13;17;1;2;0;1;1;1
369;1;e028cb8c;06/07/2018 14:45;Android;Santiago del Estero;San Justo;male;13;17;1;1;0;2;3;1
370;1;f6526456;04/07/2018 4:03;Android;Buenos Aires;NA;female;18;20;20;68;1;4;8;0
371;1;9c065ade;01/07/2018 17:23;Android;Corrientes;Bella Vista;female;18;20;0;0;0;1;0;0
372;1;4bb0b2bf;05/07/2018 22:14;Android;Cordoba;Río Cuarto;male;18;20;1;3;0;4;1;1
373;1;e7215640;02/07/2018 19:27;Android;Tucuman;San Miguel de Tucumán;male;18;20;5;7;1;3;0;1
374;1;b93a63a8;07/07/2018 1:46;Android;Buenos Aires;Paso del Rey;female;18;20;2;2;0;1;2;1
375;1;5af4d545;04/07/2018 12:44;Android;Mendoza;Mendoza;male;13;17;2;2;0;1;3;1
376;1;e1dc0403;05/07/2018 6:41;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;2;15;0;9;3;1
377;1;113edb6d;04/07/2018 21:12;Android;Salta;Salta;male;18;20;16;39;2;7;4;0
378;1;911bbac9;04/07/2018 20:15;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;41;32;0;4;18;0
379;1;6e71cc71;01/07/2018 21:37;Android;Buenos Aires;Mariano Moreno;male;13;17;51;45;5;7;7;0
380;1;3ab95273;30/06/2018 18:04;Android;Buenos Aires;San Andres de Giles;female;13;17;11;13;0;3;11;1
381;1;602a6eae;07/07/2018 16:58;Android;Entre Rios;Villa Angelica;female;18;20;28;59;2;9;6;0
382;1;a69d05fe;03/07/2018 18:20;Android;Buenos Aires;Punta Alta;female;18;20;31;30;2;10;16;0
383;1;cacf9361;02/07/2018 23:00;Android;Buenos Aires F.D.;NA;female;13;17;17;17;0;3;3;0
384;1;1969aff9;04/07/2018 2:12;Android;Mendoza;Malargüe;female;13;17;8;12;0;4;5;1
385;1;be498e63;02/07/2018 5:22;iOS;Buenos Aires;Saladillo;female;18;20;8;7;0;2;2;1
386;1;4c397738;02/07/2018 2:25;Android;Buenos Aires;Burzaco;male;13;17;67;62;1;6;19;0
387;1;dc632168;01/07/2018 23:01;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;25;22;3;11;8;0
388;1;405e9f9e;03/07/2018 17:02;Android;Neuquen;Neuquén;male;18;20;10;9;0;3;2;1
389;1;8c3189bf;04/07/2018 0:06;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;1;4;0;4;1;0
390;1;6c42fdf0;02/07/2018 19:18;Android;Buenos Aires;Villa Rosa;female;18;20;9;10;0;2;7;0
391;1;efee56cc;05/07/2018 1:09;Android;Salta;Salta;male;18;20;2;2;0;1;2;1
392;1;7d4d248b;04/07/2018 2:51;Android;San Luis;San Luis;female;13;17;9;14;0;1;8;1
393;1;1f6ca37;03/07/2018 1:10;Android;Buenos Aires;Garin;male;18;20;2;2;0;1;0;1
394;1;ee27e24b;03/07/2018 21:05;Android;Cordoba;Adelia Maria;female;13;17;4;6;0;1;2;0
395;1;7e786bee;30/06/2018 17:03;Android;Buenos Aires;La Plata;female;13;17;4;10;0;3;3;1
396;1;456da467;04/07/2018 23:27;Android;Entre Rios;Villa Angelica;male;18;20;45;44;0;14;9;0
397;1;785a6e29;05/07/2018 3:42;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;27;24;1;6;4;0
398;1;d580f3ff;07/07/2018 19:15;Android;Buenos Aires;Caseros;female;18;20;0;0;0;1;0;0
399;1;5bb0d61c;06/07/2018 5:12;Android;Buenos Aires;La Plata;female;13;17;6;6;0;3;5;1
400;1;94f580dc;03/07/2018 18:11;Android;Catamarca;San Fernando del Valle de Catamarca;male;18;20;64;69;1;12;13;0
401;1;c7a744b4;04/07/2018 17:48;Android;NA;NA;male;13;17;2;0;0;1;3;1
402;1;46ff2f5e;05/07/2018 14:22;Android;Buenos Aires;Ituzaingo;male;13;17;32;31;3;12;9;0
403;1;e0abae6d;01/07/2018 0:43;Android;Buenos Aires;Berisso;female;18;20;4;4;0;1;3;1
404;1;a16dd9a7;07/07/2018 15:48;Android;Chubut;Boca de la Zanja;female;18;20;36;36;1;6;10;0
405;1;f8d72108;02/07/2018 0:15;Android;Rio Negro;Cipolletti;male;18;20;17;17;1;1;1;1
406;1;4007b3fb;02/07/2018 17:10;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;8;7;0;4;8;1
407;1;16c2576f;04/07/2018 6:35;Android;Buenos Aires;Avellaneda;female;13;17;4;4;0;3;2;1
408;1;dca20091;03/07/2018 22:33;Android;Buenos Aires;General San Martin;female;18;20;9;5;0;7;2;0
409;1;930164d6;05/07/2018 15:50;Android;NA;NA;female;18;20;11;11;1;4;6;0
410;1;1b3eea9c;03/07/2018 2:26;Android;Buenos Aires;Lomas del Mirador;female;18;20;22;21;0;3;1;0
411;1;2bedf265;07/07/2018 21:45;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;1;0;1
412;1;81e8838;02/07/2018 17:31;Android;Salta;Salta;female;18;20;25;27;1;12;5;0
413;1;cd9df632;01/07/2018 14:37;Android;Cordoba;Córdoba;female;18;20;22;29;0;7;5;0
414;1;62b742e8;06/07/2018 20:48;Android;Buenos Aires;Tortuguitas;unknown;18;20;11;9;0;6;6;1
415;1;99dff622;07/07/2018 9:56;Android;Santa Fe;San Justo;male;18;20;13;71;1;6;4;0
416;1;f14a7fa4;02/07/2018 21:49;Android;Buenos Aires;Guernica;female;18;20;44;131;0;12;8;0
417;1;189bcd3;07/07/2018 22:59;Android;Buenos Aires;Hurlingham;female;13;17;2;2;0;2;2;1
418;1;d72c002a;07/07/2018 17:51;Android;Buenos Aires;Brandsen;female;18;20;1;11;0;3;2;0
419;1;4402febf;07/07/2018 11:28;Android;Cordoba;Córdoba;male;13;17;19;74;0;2;3;0
420;1;e6b7af75;30/06/2018 1:20;Android;San Luis;San Luis;male;18;20;21;23;0;4;3;1
421;1;e1ff3f57;01/07/2018 19:07;Android;San Juan;San Juan;male;13;17;27;44;6;2;8;0
422;1;4614e20b;06/07/2018 23:26;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;8;7;0;1;2;0
423;1;6f20badf;01/07/2018 0:18;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;4;0;1;3;1
424;1;a831453d;03/07/2018 19:57;Android;Buenos Aires;Ezpeleta;female;13;17;3;3;0;3;3;1
425;1;93274449;07/07/2018 15:01;Android;Entre Rios;Villa Angelica;male;13;17;6;2;0;1;5;1
426;1;4d585dc;30/06/2018 3:27;Android;Buenos Aires;San Andres de Giles;male;18;20;39;41;0;5;16;1
427;1;8c560980;07/07/2018 23:32;Android;Buenos Aires;Wilde;male;18;20;2;61;0;3;1;0
428;1;692c0d31;03/07/2018 17:25;Android;Buenos Aires;Hurlingham;female;18;20;21;50;1;2;7;0
429;1;292d72bc;04/07/2018 3:58;Android;Santa Fe;Alejandra;female;18;20;19;18;0;4;6;1
430;1;25855d45;01/07/2018 3:57;Android;Corrientes;Corrientes;male;18;20;0;0;0;1;1;0
431;1;e3c470ec;07/07/2018 23:28;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;22;63;1;9;6;0
432;1;db247bf0;04/07/2018 6:06;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;4;12;0;2;4;1
433;1;c03cbae0;06/07/2018 2:33;Android;Buenos Aires;Lanus;male;13;17;13;16;0;8;5;1
434;1;4eb21e54;04/07/2018 19:36;Android;Buenos Aires;Mar del Plata;male;18;20;2;2;0;5;1;0
435;1;4d190e72;30/06/2018 1:38;Android;Misiones;Montecarlo;female;13;17;1;1;0;1;2;1
436;1;8a2d41a4;07/07/2018 7:06;Android;Buenos Aires;Lomas del Mirador;male;13;17;8;13;0;2;8;1
437;1;d72605b4;01/07/2018 19:16;Android;Catamarca;San Fernando del Valle de Catamarca;male;18;20;23;26;1;7;6;0
438;1;edcbdce9;30/06/2018 2:31;Android;NA;NA;male;18;20;15;15;0;6;7;1
439;1;a9f214c2;02/07/2018 10:49;Android;Santa Fe;Villa Ocampo;male;18;20;22;20;0;7;7;1
440;1;4dcf38c5;04/07/2018 23:47;Android;Buenos Aires;Pinamar;male;13;17;0;0;0;1;1;1
441;1;a6ed9636;30/06/2018 4:08;Android;Santa Fe;Vera;male;13;17;2;6;0;5;2;1
442;1;1f9259e2;03/07/2018 1:28;Android;Buenos Aires;San Miguel;female;18;20;28;45;1;11;5;0
443;1;19d0bc3a;02/07/2018 0:28;Android;Cordoba;Córdoba;male;18;20;45;45;5;17;3;1
444;1;74f47c99;01/07/2018 15:58;Android;Buenos Aires;Pinamar;male;18;20;4;0;0;8;4;0
445;1;48be5e4d;05/07/2018 23:03;Android;Buenos Aires;Banfield;male;18;20;10;10;0;3;4;1
446;1;74af34d5;02/07/2018 0:56;Android;La Rioja;La Rioja;female;13;17;25;34;0;9;2;0
447;1;e609c206;04/07/2018 19:45;Android;Mendoza;Mendoza;female;18;20;16;37;1;1;7;1
448;1;b0750efc;04/07/2018 13:34;iOS;Tucuman;San Miguel de Tucumán;male;13;17;31;5;0;21;9;1
449;1;9236abe;04/07/2018 2:14;Android;Buenos Aires;Lomas del Mirador;female;13;17;11;11;0;4;1;0
450;1;539caf65;01/07/2018 1:58;Android;Cordoba;Ucacha;female;18;20;1;6;0;5;0;1
451;1;c9cddfd8;05/07/2018 14:23;Android;San Luis;San Luis;female;18;20;20;19;1;3;4;1
452;1;912ea76a;07/07/2018 0:37;Android;Buenos Aires;Isidro Casanova;female;18;20;17;18;0;5;4;1
453;1;ea440431;30/06/2018 4:08;Android;Salta;Salta;male;13;17;5;11;0;1;2;1
454;1;61a31ecb;03/07/2018 5:25;Android;Entre Rios;Concordia;male;18;20;19;19;2;13;1;1
455;1;2b4b2f7b;07/07/2018 4:52;Android;Cordoba;Villa María;female;18;20;10;19;0;3;6;1
456;1;ad80318b;01/07/2018 16:18;Android;Entre Rios;Villa Angelica;male;18;20;4;41;0;4;3;0
457;1;5f4d96b3;04/07/2018 4:29;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;1;1;0;3;2;0
458;1;6aa3e3e2;06/07/2018 3:06;Android;Salta;Salta;female;18;20;4;5;0;3;1;1
459;1;4720e386;03/07/2018 16:55;Android;Santa Fe;Vera;female;13;17;17;16;1;4;6;0
460;1;e0d6d541;30/06/2018 20:30;Android;Cordoba;Córdoba;female;18;20;13;15;0;5;4;1
461;1;bb859713;30/06/2018 22:53;Android;Cordoba;Córdoba;female;13;17;0;0;0;2;0;1
462;1;9a5de6c1;30/06/2018 15:09;Android;San Juan;San Juan;female;18;20;4;4;0;1;5;1
463;1;fdd21419;06/07/2018 13:26;Android;Buenos Aires;San Fernando;male;13;17;4;10;0;2;3;0
464;1;b069df3d;06/07/2018 8:44;Android;Cordoba;Córdoba;male;18;20;26;31;0;5;7;0
465;1;59d0b2f4;05/07/2018 19:02;Android;Buenos Aires;Chivilcoy;female;18;20;30;30;2;7;9;0
466;1;e2d6fb21;30/06/2018 1:44;Android;Buenos Aires;Claypole;female;18;20;18;53;0;4;6;1
467;1;89587b29;07/07/2018 0:15;Android;Buenos Aires;Hurlingham;female;18;20;20;21;0;4;4;0
468;1;e8bad1dc;01/07/2018 22:37;Android;Entre Rios;Nogoya;male;18;20;2;38;0;1;1;0
469;1;545ac7ab;04/07/2018 23:44;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;14;26;3;16;2;0
470;1;fb4f34f9;07/07/2018 16:06;Android;Buenos Aires;Lomas de Zamora;male;18;20;11;42;3;6;3;0
471;1;6ffed6d8;07/07/2018 1:17;Android;Catamarca;San Fernando del Valle de Catamarca;male;13;17;62;48;1;12;19;0
472;1;6a0f6701;02/07/2018 21:40;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;0;0;0;2;1;1
473;1;402d9a01;02/07/2018 19:37;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;1;1;0;1;2;1
474;1;215467ee;04/07/2018 11:14;Android;La Rioja;La Rioja;female;18;20;42;42;0;5;11;0
475;1;26f2343c;05/07/2018 18:14;Android;Cordoba;Córdoba;male;18;20;28;27;2;18;5;0
476;1;a7a3882e;05/07/2018 3:20;Android;Entre Rios;Villa Angelica;male;13;17;3;9;0;3;1;1
477;1;c964b76e;03/07/2018 23:46;Android;La Pampa;General Pico;male;13;17;1;2;0;0;2;1
478;1;a3d3d59;03/07/2018 1:31;iOS;Buenos Aires F.D.;Buenos Aires;female;18;20;10;16;0;7;3;0
479;1;8d6e7689;01/07/2018 23:59;Android;Buenos Aires;Esteban Echeverria;male;18;20;0;3;0;0;0;0
480;1;bb59c482;04/07/2018 3:10;Android;Mendoza;San Martin;female;18;20;15;18;2;8;5;0
481;1;dd474d81;30/06/2018 23:53;Android;Buenos Aires;Gonzalez Catan;female;13;17;1;1;0;1;2;1
482;1;39fc1f23;02/07/2018 23:47;Android;Buenos Aires;Lanus;female;13;17;7;11;0;4;1;0
483;1;fa7b5343;30/06/2018 4:36;Android;Buenos Aires;Florencio Varela;male;18;20;4;10;0;2;1;1
484;1;3d97572e;01/07/2018 17:41;Android;Buenos Aires;Berazategui;male;18;20;31;31;2;14;5;0
485;1;7a973589;05/07/2018 23:41;Android;NA;NA;male;18;20;2;5;0;1;2;1
486;1;4995f07b;01/07/2018 12:57;Android;Buenos Aires;Florencio Varela;male;13;17;4;3;0;4;3;1
487;1;29ebce3e;01/07/2018 22:15;Android;Buenos Aires;Arrecifes;male;18;20;4;4;1;1;3;1
488;1;e23193d3;01/07/2018 15:20;Android;Buenos Aires;San Isidro;male;13;17;82;89;4;19;25;0
